vehicle_id,brand,vehicle_year,timestamp,odometer_km,engine_hours,vehicle_speed_kph,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_position_percent,air_flow_rate_gps,exhaust_gas_temp_c,engine_vibration,brake_pad_wear_mm,brake_fluid_level,brake_temp_c,abs_fault_indicator,brake_pedal_position,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0183,Hyundai,2021,2025-03-26 17:12:00,101732.22,2297.73,55.69,98.73,2728.55,51.82,87.79,56.73,6.25,62.81,46.16,48.31,534.58,1.5,2.55,86.09,63.19,0,8.07,57.11,53.51,56.84,54.27,12.61,47.35,42.71,14.54,59.36,87.29,36.25,51.33,18.209842,74.100018,0,0,0,2050-01-01 00:00:00,No Failure
VEH0132,Honda,2016,2025-04-08 23:32:00,145375.87,3168.2,107.12,103.5,4040.01,39.69,88.94,53.68,10.12,100.0,82.51,79.86,718.36,2.81,2.96,91.73,65.57,0,12.04,108.84,105.89,102.71,106.66,12.48,18.78,44.47,14.08,76.07,88.76,30.12,63.95,8.52444,80.938421,0,0,0,2050-01-01 00:00:00,No Failure
VEH0162,Audi,2024,2025-06-02 16:48:00,41679.5,883.24,58.34,102.2,2760.26,60.67,86.19,100.0,6.86,71.24,45.1,65.01,588.25,2.85,2.09,95.33,62.5,0,25.89,55.4,52.22,59.4,56.84,12.5,-24.33,37.57,14.03,72.99,95.16,18.62,52.12,16.392741,81.44774,0,0,0,2050-01-01 00:00:00,No Failure
VEH0142,Hyundai,2022,2025-06-02 09:56:00,67711.75,1561.31,2.53,92.35,1139.24,52.16,85.84,72.2,5.07,43.06,36.61,19.86,426.61,1.57,2.43,84.56,36.07,0,12.9,4.19,9.34,10.31,10.17,12.37,7.46,36.59,14.17,81.76,99.83,13.96,41.97,25.871587,85.24906,0,0,0,2050-01-01 00:00:00,No Failure
VEH0244,Ford,2019,2025-11-20 00:57:00,93253.17,2085.66,86.35,106.3,3968.27,51.72,103.94,28.04,8.92,94.11,50.72,76.24,696.13,2.65,2.89,89.29,67.19,0,25.9,83.5,83.64,83.73,83.08,12.63,-10.97,48.49,14.0,96.65,96.29,31.09,82.22,20.904781,83.606026,0,0,0,2050-01-01 00:00:00,No Failure
VEH0140,Honda,2018,2025-06-14 00:14:00,109790.23,2706.51,52.07,91.31,2730.55,59.83,77.54,82.31,4.8,44.99,24.46,48.35,487.25,1.32,2.77,90.39,42.19,0,42.33,47.66,50.03,49.31,49.28,12.26,-9.45,34.22,14.48,89.48,95.72,8.98,62.0,12.463988,84.757937,0,0,0,2050-01-01 00:00:00,No Failure
VEH0263,Tata,2020,2025-09-01 22:15:00,100442.98,2080.1,25.89,94.77,1461.74,59.75,93.97,53.38,5.46,43.38,22.34,27.05,477.77,1.55,3.08,86.5,51.25,0,8.66,23.56,25.31,23.15,19.41,12.65,17.27,47.4,14.17,90.33,96.42,30.18,79.14,25.340911,76.713701,0,0,0,2050-01-01 00:00:00,No Failure
VEH0108,Mercedes,2017,2025-12-14 17:39:00,120526.43,2601.26,75.31,107.6,3314.09,61.63,98.48,16.21,9.49,92.94,46.31,68.26,653.35,2.34,2.78,90.01,45.07,0,37.96,76.44,84.22,75.31,76.26,12.3,33.98,48.11,14.09,60.38,81.8,32.59,75.49,10.838882,83.860799,0,0,1,2025-12-18 04:39:00,Battery
VEH0196,Toyota,2017,2025-06-29 09:49:00,157170.06,3424.39,42.26,93.42,1579.03,47.38,84.27,81.4,5.04,43.11,27.48,22.71,480.75,1.8,3.01,86.97,64.45,0,46.29,39.19,44.56,35.27,39.19,12.2,-5.04,46.92,14.16,67.4,92.34,24.29,53.85,16.005842,83.935967,0,1,0,2025-06-30 18:49:00,Brake
VEH0051,Ford,2022,2025-12-01 22:32:00,54906.71,1244.02,91.03,103.28,3209.87,54.56,98.5,70.84,9.34,100.0,91.14,57.77,671.65,1.29,2.39,99.02,57.4,0,8.46,87.95,91.87,89.19,95.9,12.46,7.13,44.98,14.29,80.82,100.0,34.26,48.0,15.933328,83.229559,0,0,0,2050-01-01 00:00:00,No Failure
VEH0148,Toyota,2015,2025-05-30 22:36:00,178734.58,3979.63,20.56,96.35,993.41,42.44,87.88,39.77,6.05,55.09,43.54,26.21,527.95,1.94,3.49,85.63,53.84,0,2.8,22.93,24.74,21.91,30.08,12.24,-11.0,51.38,13.4,85.24,94.72,22.11,44.11,27.099208,76.19567,0,0,0,2050-01-01 00:00:00,No Failure
VEH0229,Tata,2016,2025-03-25 10:17:00,158813.98,3465.3,30.38,93.06,2254.77,52.73,87.55,71.47,6.36,43.73,39.45,30.71,471.41,1.45,2.76,97.78,55.07,0,20.08,33.58,28.38,28.33,25.17,11.87,-3.15,40.38,13.73,89.78,88.64,31.92,69.82,24.223274,77.219207,0,0,0,2050-01-01 00:00:00,No Failure
VEH0124,BMW,2025,2025-11-15 21:33:00,29288.65,712.12,43.55,92.82,2383.17,52.61,80.38,55.52,3.42,41.59,33.35,40.91,453.22,1.02,2.08,95.02,41.43,0,3.8,51.2,45.57,40.38,52.61,12.72,15.56,37.6,14.44,87.55,96.61,22.23,60.76,24.197557,75.686297,0,0,0,2050-01-01 00:00:00,No Failure
VEH0085,Toyota,2024,2025-02-26 12:52:00,44194.75,1075.23,61.96,111.82,1830.98,60.7,90.91,14.96,5.5,52.53,31.3,39.8,524.55,1.04,2.86,84.31,59.41,0,46.73,58.75,60.47,54.22,64.41,12.69,20.22,47.73,14.11,87.22,100.0,42.24,60.94,8.341024,80.233299,0,0,0,2050-01-01 00:00:00,No Failure
VEH0214,Tata,2023,2025-10-13 01:18:00,65551.57,1434.16,34.93,92.21,2859.34,60.1,86.86,2.0,5.64,42.79,22.52,49.41,489.51,2.35,2.72,91.38,47.04,0,1.32,40.27,35.42,43.88,33.88,12.19,-4.82,41.48,14.38,87.08,96.6,22.96,55.38,27.148671,78.040497,0,0,0,2050-01-01 00:00:00,No Failure
VEH0179,BMW,2018,2025-01-12 08:12:00,139353.32,3221.36,90.69,101.49,4187.52,46.36,90.83,100.0,8.89,94.73,66.21,72.54,588.8,1.17,2.44,87.05,64.18,0,52.73,93.85,88.77,91.46,92.38,12.82,9.01,40.01,13.91,85.92,87.82,17.74,26.87,14.18298,84.836481,0,0,0,2050-01-01 00:00:00,No Failure
VEH0150,Honda,2023,2025-01-19 17:22:00,62572.13,1407.75,59.58,96.22,2908.12,48.74,95.2,22.45,4.92,66.31,50.96,48.04,579.1,2.03,2.05,97.86,52.3,0,18.23,58.48,63.23,61.33,56.15,12.52,3.9,38.24,13.78,79.8,94.03,25.16,24.14,20.493569,88.444629,0,0,0,2050-01-01 00:00:00,No Failure
VEH0293,Mercedes,2016,2025-05-18 21:10:00,170506.17,3800.56,84.65,107.16,2845.79,58.21,96.73,43.84,8.02,76.99,61.54,58.2,667.3,1.76,3.0,88.18,63.17,0,48.17,85.34,89.28,85.2,83.15,12.44,-24.98,46.82,14.3,92.81,90.7,21.47,80.72,15.138044,87.850733,0,0,0,2050-01-01 00:00:00,No Failure
VEH0050,Honda,2022,2025-11-12 12:24:00,84280.66,2087.39,119.5,109.96,5479.9,55.26,92.59,67.36,10.35,99.94,61.11,86.4,732.33,1.89,2.98,91.44,69.59,0,2.32,122.9,119.92,121.58,122.77,12.53,-31.06,51.13,14.13,78.34,88.6,32.65,66.55,16.306267,78.471393,0,0,0,2050-01-01 00:00:00,No Failure
VEH0004,Audi,2016,2025-11-09 16:50:00,159842.15,3611.81,116.75,105.67,4001.42,50.4,102.53,90.49,9.42,95.85,87.58,70.02,761.85,2.96,2.96,91.18,65.36,0,26.56,115.73,113.9,122.61,116.53,12.41,-0.2,46.57,14.14,93.88,92.96,30.69,63.86,19.441971,73.423662,0,0,0,2050-01-01 00:00:00,No Failure
VEH0048,Honda,2019,2025-01-28 23:39:00,107812.96,2346.25,69.65,99.35,2757.28,51.52,92.76,43.96,6.05,57.63,43.07,53.16,560.95,2.13,3.13,95.98,60.13,0,33.78,72.28,69.88,74.6,72.71,12.62,-4.34,43.94,14.18,79.6,92.65,38.84,47.36,12.48385,78.099446,0,0,0,2050-01-01 00:00:00,No Failure
VEH0188,Tata,2017,2025-03-22 05:24:00,133042.07,2953.57,108.49,102.29,4258.12,54.7,101.44,10.54,9.42,100.0,58.84,75.26,747.51,3.1,3.2,91.47,58.15,0,24.09,106.84,107.41,109.39,103.81,12.63,-29.89,48.74,14.44,88.57,96.93,32.39,60.36,20.553002,73.505712,0,0,0,2050-01-01 00:00:00,No Failure
VEH0222,Toyota,2025,2025-12-29 02:18:00,32504.98,814.18,91.77,106.98,3568.66,51.48,93.95,23.62,7.93,84.39,60.86,74.27,630.93,2.18,2.24,89.52,66.98,0,2.25,86.92,83.59,89.62,90.15,13.02,18.18,45.27,14.23,88.2,100.0,21.59,27.74,18.812293,80.002248,0,0,0,2050-01-01 00:00:00,No Failure
VEH0257,BMW,2018,2025-11-24 07:00:00,139926.2,2974.15,71.2,97.73,3331.26,54.55,80.06,39.88,7.69,72.88,39.65,68.06,621.62,2.36,2.5,95.79,64.77,0,17.2,64.11,61.7,61.17,69.06,12.17,-13.59,37.54,14.21,80.63,94.81,14.38,60.44,25.4868,75.773785,0,0,0,2050-01-01 00:00:00,No Failure
VEH0058,Toyota,2024,2025-07-17 13:34:00,46177.27,933.02,36.54,100.75,2199.36,54.45,93.91,97.57,7.08,52.38,51.24,43.58,499.85,1.03,2.68,93.58,52.58,0,48.76,31.14,29.44,27.11,25.21,12.65,-5.64,41.95,14.57,100.0,100.0,29.1,54.09,16.742841,84.357133,0,0,0,2050-01-01 00:00:00,No Failure
VEH0138,Honda,2022,2025-10-28 17:29:00,69569.49,1472.2,15.63,88.43,1548.57,57.97,77.68,25.73,2.62,17.56,3.29,30.26,354.62,0.92,2.29,82.64,40.72,0,1.44,20.35,16.9,22.72,17.7,12.9,0.25,50.22,14.47,100.0,97.31,24.31,59.89,12.161579,87.635542,0,0,0,2050-01-01 00:00:00,No Failure
VEH0074,Hyundai,2023,2025-01-09 01:13:00,68273.89,1555.63,91.58,103.69,3653.92,58.63,89.75,39.68,7.29,67.67,46.81,67.35,602.31,1.46,2.02,90.07,64.52,0,8.72,91.96,94.83,92.77,93.18,12.78,13.16,44.54,14.07,81.69,97.28,30.27,77.24,19.804376,75.253026,0,0,0,2050-01-01 00:00:00,No Failure
VEH0109,Honda,2023,2025-12-23 21:53:00,22381.75,460.81,62.11,94.22,1867.6,59.57,87.34,25.7,7.42,54.04,27.74,37.75,518.62,0.61,2.1,101.33,64.59,0,15.78,68.88,67.03,64.77,64.44,12.56,3.56,43.09,14.38,95.03,100.0,33.09,41.22,20.434726,79.856496,0,0,0,2050-01-01 00:00:00,No Failure
VEH0103,Mercedes,2020,2025-09-18 20:45:00,93865.48,2180.5,38.01,98.88,1849.41,60.57,85.69,37.91,4.95,52.77,43.36,41.24,501.02,0.83,2.58,95.88,48.44,0,43.82,40.15,34.69,37.43,37.01,12.41,-19.25,48.55,14.36,78.37,96.1,27.53,49.49,20.172991,76.209316,0,0,0,2050-01-01 00:00:00,No Failure
VEH0038,Mercedes,2022,2025-11-25 20:06:00,72455.0,1528.67,72.82,94.67,3339.44,54.72,91.65,40.41,5.72,61.5,37.54,51.64,529.25,1.37,2.14,93.38,51.8,0,8.45,73.43,74.94,69.73,77.81,12.6,29.18,38.51,13.63,92.16,98.26,13.31,73.38,21.469382,87.308039,0,0,0,2050-01-01 00:00:00,No Failure
VEH0043,Hyundai,2024,2025-06-21 06:09:00,53904.48,1171.92,36.73,99.89,1778.33,54.83,91.79,40.64,5.29,51.02,36.95,40.31,469.26,1.71,2.02,87.68,53.62,0,18.63,34.89,44.16,33.04,41.07,12.31,-13.26,47.09,14.63,84.94,97.57,31.98,38.43,15.399019,84.31858,0,0,0,2050-01-01 00:00:00,No Failure
VEH0091,Toyota,2023,2025-11-26 23:43:00,67460.54,1567.09,50.26,107.46,1970.19,55.48,87.43,80.57,5.92,52.52,25.78,33.62,515.84,1.67,2.92,93.22,47.87,0,20.14,53.13,52.06,48.39,46.41,12.51,-6.31,44.4,14.09,73.47,100.0,28.65,68.32,24.648134,80.683333,0,0,0,2050-01-01 00:00:00,No Failure
VEH0045,Toyota,2017,2025-05-02 11:37:00,150974.19,3475.47,97.17,101.04,4103.44,52.55,91.23,78.78,7.03,81.67,52.84,78.29,586.44,2.55,2.69,97.65,64.32,0,8.69,92.2,91.95,96.58,95.2,12.71,18.96,39.73,13.76,84.79,92.24,29.11,44.23,13.798612,87.205343,0,0,0,2050-01-01 00:00:00,No Failure
VEH0097,Toyota,2020,2025-11-30 14:21:00,91469.56,1961.9,38.92,94.83,2585.02,56.32,92.03,98.57,5.8,48.31,39.14,48.61,488.65,1.24,3.32,89.43,52.32,0,23.63,35.65,41.0,45.58,43.3,12.43,-12.77,46.79,14.4,86.71,93.35,26.27,45.17,8.12586,85.90907,0,0,0,2050-01-01 00:00:00,No Failure
VEH0286,Honda,2018,2025-10-15 13:54:00,128393.36,2780.62,52.05,91.98,1894.81,62.8,81.01,39.17,4.7,42.07,40.31,28.81,509.21,0.99,2.45,94.81,52.2,0,28.77,54.12,57.99,60.57,62.0,12.56,38.78,40.48,14.2,94.53,100.0,18.08,55.34,23.133491,83.51906,0,0,0,2050-01-01 00:00:00,No Failure
VEH0286,Ford,2023,2025-08-30 18:45:00,66384.78,1468.89,127.12,106.73,4677.73,70.19,91.11,37.57,9.68,100.0,93.68,80.51,686.53,1.6,2.96,86.93,64.26,0,21.69,125.97,131.91,126.21,127.72,12.19,-30.76,43.83,14.28,100.0,98.64,22.15,36.15,20.095346,78.421703,0,0,0,2050-01-01 00:00:00,No Failure
VEH0041,BMW,2017,2025-10-26 00:25:00,161251.41,3474.79,22.7,87.55,1775.75,46.84,83.6,34.05,3.12,27.61,28.32,33.2,430.92,1.68,3.29,95.36,52.53,0,42.42,21.65,28.69,21.55,26.0,12.71,-8.15,40.99,14.28,73.09,89.64,21.42,49.1,27.840393,84.629452,0,0,0,2050-01-01 00:00:00,No Failure
VEH0047,Audi,2025,2025-05-12 15:54:00,28824.75,615.98,64.29,94.22,2461.64,60.48,85.42,73.74,5.36,53.29,23.84,42.52,517.42,1.64,2.7,94.63,50.4,0,4.73,62.08,67.32,62.74,57.25,12.46,13.47,50.63,14.19,80.12,94.11,29.59,55.11,27.876097,75.456857,0,0,0,2050-01-01 00:00:00,No Failure
VEH0199,BMW,2023,2025-04-09 08:08:00,73040.35,1636.43,86.54,100.78,3850.6,51.6,100.64,53.77,7.36,68.5,52.15,66.45,597.19,2.12,3.11,79.72,63.49,0,19.35,93.17,88.82,89.54,84.2,12.03,20.61,40.46,14.17,91.67,90.44,20.06,44.84,27.759402,81.018334,0,1,0,2025-04-13 08:08:00,Brake
VEH0053,Ford,2018,2025-06-18 21:35:00,159172.86,3601.12,56.53,94.84,3199.47,53.61,95.73,56.34,5.24,45.34,36.77,42.5,480.77,2.29,3.51,80.5,52.73,0,41.31,61.67,58.72,58.25,53.44,12.69,13.7,48.74,13.84,71.63,90.2,31.54,54.31,20.963503,73.021727,0,0,0,2050-01-01 00:00:00,No Failure
VEH0215,Hyundai,2018,2025-04-25 14:43:00,144365.73,3265.14,73.65,100.63,2220.49,48.96,88.98,49.32,6.19,49.38,44.02,50.93,566.89,2.12,3.21,91.89,60.77,0,32.99,77.24,72.57,76.94,81.06,12.4,30.51,45.24,14.17,75.02,88.28,22.55,48.97,18.17793,76.031955,0,1,0,2025-04-29 16:43:00,Brake
VEH0165,Tata,2024,2025-07-19 02:31:00,44905.89,1172.58,47.54,89.65,2206.78,57.91,90.78,49.07,4.2,32.57,20.78,47.09,428.64,0.49,1.58,95.13,43.79,0,14.74,40.87,43.16,47.58,47.47,12.47,21.04,41.73,13.72,78.66,90.24,27.13,34.72,13.469957,77.452494,0,0,1,2025-07-19 06:31:00,Battery
VEH0239,Hyundai,2015,2025-03-17 18:05:00,170250.29,3672.49,31.2,90.93,1626.28,52.59,90.35,54.31,6.2,44.58,19.82,26.36,531.58,2.85,3.87,84.3,50.73,0,1.1,37.06,32.97,32.03,33.02,12.46,30.15,42.71,14.13,77.92,91.95,23.99,65.84,19.931189,87.972297,0,0,0,2050-01-01 00:00:00,No Failure
VEH0174,BMW,2018,2025-03-21 07:23:00,134190.95,2942.73,50.43,94.94,1971.19,53.41,89.93,33.37,5.3,55.64,37.42,43.24,576.32,1.66,2.84,94.11,53.9,0,8.23,53.68,55.41,53.33,51.21,12.41,11.62,40.84,14.14,95.28,93.47,17.71,58.62,18.510587,88.005038,0,1,0,2025-03-22 22:23:00,Brake
VEH0107,Honda,2021,2025-03-20 15:14:00,96107.24,2135.34,31.49,86.19,1725.45,58.34,96.82,60.03,4.21,31.35,7.93,36.32,412.09,1.73,3.42,92.82,51.12,0,33.11,37.51,36.44,36.63,33.05,12.24,1.85,48.57,13.65,83.02,89.58,35.64,45.02,10.287482,81.214047,0,0,0,2050-01-01 00:00:00,No Failure
VEH0028,Ford,2022,2025-12-05 12:52:00,77181.54,1734.93,66.77,105.78,2992.91,45.99,86.8,53.66,5.45,61.15,41.02,56.16,567.84,1.97,3.02,91.1,52.01,0,10.27,71.58,65.99,65.97,63.87,12.97,-18.14,42.53,14.14,89.75,96.35,22.0,82.57,24.926666,73.128741,0,0,0,2050-01-01 00:00:00,No Failure
VEH0085,Hyundai,2016,2025-10-08 03:23:00,159346.93,3540.57,78.64,106.3,3857.22,54.13,91.1,44.41,8.33,87.96,65.85,72.38,699.52,2.52,3.57,96.91,61.71,0,16.33,76.41,77.23,81.67,73.87,12.5,-7.71,48.99,14.17,98.11,84.96,38.87,66.11,18.565133,82.400626,0,0,0,2050-01-01 00:00:00,No Failure
VEH0011,Honda,2017,2025-04-12 08:22:00,151003.19,3319.5,39.68,99.28,2409.99,57.75,89.74,69.63,5.96,55.15,42.79,49.35,556.09,2.08,3.09,96.7,49.18,0,31.22,47.58,44.51,38.56,43.95,11.99,22.93,44.62,13.59,66.61,84.8,27.39,82.58,11.319541,85.460522,0,0,1,2025-04-13 03:22:00,Battery
VEH0226,BMW,2016,2025-02-07 10:16:00,126694.85,2753.01,66.28,103.52,3360.2,46.09,87.08,61.85,8.16,65.43,36.55,68.22,583.12,1.83,3.35,91.74,57.82,0,33.51,62.48,64.36,68.79,66.86,12.33,0.52,47.26,14.12,66.71,92.3,30.5,70.14,9.839788,72.070712,0,0,0,2050-01-01 00:00:00,No Failure
VEH0085,Audi,2024,2025-05-15 23:39:00,54881.58,1369.36,94.97,102.56,4366.07,58.26,87.42,13.13,9.35,90.48,65.24,73.27,691.58,0.6,2.52,93.7,69.49,0,5.99,94.26,91.26,91.27,87.87,13.1,30.83,44.23,14.6,91.31,100.0,21.51,66.04,24.880956,85.531214,0,0,0,2050-01-01 00:00:00,No Failure
VEH0092,BMW,2023,2025-06-21 02:24:00,68820.75,1457.1,35.59,93.8,1342.88,61.87,84.91,60.44,4.69,36.6,17.95,27.55,488.71,0.43,2.74,91.47,44.7,0,50.03,34.37,37.3,31.97,26.88,12.45,-21.92,46.33,13.49,93.14,100.0,35.91,87.56,9.440178,85.514315,0,0,0,2050-01-01 00:00:00,No Failure
VEH0047,Tata,2017,2025-06-02 20:47:00,146261.04,3200.2,104.33,105.87,3720.29,48.31,101.66,71.41,9.93,99.69,74.6,70.24,718.06,3.13,2.23,94.84,61.76,0,2.43,105.71,102.63,104.94,98.44,12.66,5.84,41.66,14.19,83.88,91.55,33.8,70.97,25.255278,76.276243,0,0,0,2050-01-01 00:00:00,No Failure
VEH0186,Mercedes,2025,2025-08-14 08:05:00,24658.18,509.99,52.64,90.42,1706.72,65.67,88.6,43.95,4.73,47.49,39.23,44.9,474.85,0.56,2.64,92.93,55.4,0,27.14,46.04,52.22,48.93,53.5,12.59,-5.04,40.17,13.98,100.0,100.0,17.68,72.28,22.341148,83.220565,0,1,0,2025-08-17 08:05:00,Brake
VEH0052,Toyota,2019,2025-06-04 02:21:00,104258.01,2356.72,28.01,88.04,1960.49,53.1,79.19,46.56,3.8,34.29,25.45,40.0,394.29,1.44,2.14,94.59,54.44,0,23.3,21.2,23.44,20.3,26.79,12.3,-17.5,33.03,13.74,86.91,91.61,21.25,70.34,25.038018,84.164116,0,0,0,2050-01-01 00:00:00,No Failure
VEH0278,Toyota,2019,2025-09-23 04:27:00,117621.57,2743.11,35.52,96.66,2513.0,57.53,89.78,34.14,5.4,52.74,45.53,47.72,528.53,1.71,2.56,97.42,43.45,0,24.14,41.05,31.79,41.56,37.68,12.49,16.11,35.14,14.17,56.78,88.18,28.61,59.56,18.853031,85.966678,0,0,1,2025-09-29 16:27:00,Battery
VEH0253,Honda,2023,2025-05-02 10:28:00,62282.09,1497.19,53.83,97.27,2345.56,48.84,90.34,39.69,6.18,54.06,21.55,46.35,526.11,1.87,2.38,94.83,44.51,0,37.32,52.59,52.5,54.42,58.09,12.42,1.01,39.57,14.7,95.34,100.0,32.51,54.23,19.503002,76.774092,0,0,0,2050-01-01 00:00:00,No Failure
VEH0053,Toyota,2016,2025-08-25 05:07:00,147872.64,3336.2,57.68,96.33,2162.77,41.56,86.33,59.08,6.61,68.63,45.36,47.3,620.87,2.73,2.02,92.2,54.11,0,9.87,54.28,51.91,53.93,55.99,12.26,8.24,40.57,14.02,69.26,96.33,25.13,59.72,24.422658,83.995878,0,0,0,2050-01-01 00:00:00,No Failure
VEH0165,BMW,2016,2025-09-25 08:25:00,155438.26,3491.31,69.86,103.71,3218.95,52.28,90.02,82.42,9.47,69.74,59.93,54.62,641.36,2.67,3.02,93.13,41.78,0,0.59,74.02,68.57,66.86,66.53,12.41,25.87,39.55,14.21,69.6,79.73,42.41,66.08,22.214946,79.525269,1,0,0,2025-09-26 15:25:00,Engine
VEH0269,Toyota,2024,2025-11-17 12:52:00,45691.02,1030.87,60.72,107.12,2108.81,58.06,92.16,58.74,6.21,55.53,43.2,46.82,568.55,1.35,2.61,97.14,52.28,0,21.24,55.98,58.93,53.0,55.94,12.57,16.0,49.69,14.32,85.73,100.0,36.12,50.68,18.202597,76.408433,0,0,0,2050-01-01 00:00:00,No Failure
VEH0146,Toyota,2018,2025-01-04 23:59:00,112292.32,2519.07,69.39,97.84,2655.65,60.47,86.75,73.4,5.65,81.81,59.27,46.51,607.16,2.26,2.73,87.01,61.05,0,28.6,65.48,71.59,74.7,65.04,12.2,24.91,38.22,14.24,89.99,94.28,20.44,67.85,10.375681,86.058301,0,0,0,2050-01-01 00:00:00,No Failure
VEH0211,Mercedes,2022,2025-10-03 18:17:00,81344.18,1835.13,54.57,97.22,2403.45,56.95,85.73,60.42,5.79,69.63,69.43,53.03,571.72,1.28,2.65,94.31,45.56,0,38.72,62.1,54.3,58.88,58.38,12.1,4.53,48.32,14.1,73.31,91.96,26.77,59.71,13.954445,82.972039,0,0,0,2050-01-01 00:00:00,No Failure
VEH0112,Mercedes,2025,2025-09-15 11:02:00,30231.67,571.11,26.96,90.78,1609.86,53.04,86.67,57.87,5.09,39.23,25.29,23.01,455.46,0.81,2.2,93.61,44.65,0,16.88,33.61,30.29,35.13,28.28,12.88,-4.84,38.94,14.34,89.91,100.0,26.36,47.06,27.709193,75.763441,0,0,0,2050-01-01 00:00:00,No Failure
VEH0008,Audi,2019,2025-06-03 05:48:00,115234.12,2558.03,118.32,107.95,4369.32,42.31,93.73,52.67,8.52,97.62,76.21,80.58,667.34,1.94,3.07,86.54,69.9,0,31.78,124.35,130.54,123.85,119.49,11.9,30.9,42.32,14.62,79.52,95.86,12.19,39.45,18.67817,73.902932,0,1,0,2025-06-09 09:48:00,Brake
VEH0116,Honda,2024,2025-10-06 16:05:00,39974.2,967.12,35.1,98.12,2261.86,54.11,85.94,69.06,4.45,45.01,31.78,37.53,543.71,1.58,1.62,96.92,39.93,0,40.85,38.9,39.42,40.58,39.19,12.69,-3.72,40.59,14.0,79.23,96.48,30.4,92.94,17.817595,76.155746,0,0,0,2050-01-01 00:00:00,No Failure
VEH0290,BMW,2015,2025-05-20 07:34:00,174319.6,3683.7,48.83,97.69,2381.63,54.43,95.22,66.51,7.07,59.61,50.58,49.07,541.35,1.92,3.65,86.44,45.73,0,17.36,44.59,44.47,41.83,44.79,12.45,23.4,45.35,14.11,80.44,87.97,35.71,98.43,22.732474,81.997341,0,0,1,2025-05-24 07:34:00,Battery
VEH0170,Hyundai,2020,2025-08-30 07:57:00,75536.89,1899.33,139.65,109.9,5320.9,52.6,91.95,72.5,10.41,100.0,67.72,86.19,682.75,2.06,2.98,80.18,79.69,0,8.5,132.1,134.34,134.78,132.81,12.77,26.48,42.14,14.02,93.63,87.27,18.06,50.46,27.126104,83.07172,0,0,1,2025-09-03 09:57:00,Battery
VEH0189,Audi,2019,2025-02-02 18:12:00,106124.5,2550.3,49.49,99.29,2705.44,59.96,90.76,56.71,6.31,52.74,38.92,48.41,503.82,1.92,2.59,88.17,53.35,0,22.73,49.04,49.09,51.92,55.6,12.5,-0.15,44.0,14.15,81.71,94.33,34.61,35.22,21.637524,86.568619,0,0,0,2050-01-01 00:00:00,No Failure
VEH0257,Hyundai,2021,2025-10-03 04:27:00,77594.41,1813.58,57.6,96.58,2963.69,58.89,81.14,36.54,6.76,59.27,52.77,52.67,542.49,1.8,2.93,92.06,55.22,0,31.23,54.34,51.35,59.24,63.86,12.6,3.42,45.27,14.11,85.97,97.41,19.31,47.63,28.030182,86.592604,0,0,0,2050-01-01 00:00:00,No Failure
VEH0117,Honda,2019,2025-07-01 01:27:00,100732.63,2127.61,75.25,102.8,3447.63,50.22,92.33,71.9,5.31,68.26,50.41,59.61,552.62,1.79,2.72,94.35,59.84,0,38.87,77.06,79.24,75.22,74.01,12.55,-13.85,48.61,14.1,60.27,91.77,29.44,79.91,20.349927,80.836485,0,0,0,2050-01-01 00:00:00,No Failure
VEH0079,Tata,2017,2025-10-19 12:38:00,124695.58,2761.84,61.15,102.03,3189.08,48.7,82.71,57.05,7.43,72.55,48.38,52.81,607.13,2.43,2.57,95.98,70.9,0,12.02,62.99,61.97,63.45,66.53,12.78,17.25,47.25,14.13,78.87,88.37,15.2,83.31,13.956014,79.340248,0,0,0,2050-01-01 00:00:00,No Failure
VEH0080,Toyota,2015,2025-04-16 15:53:00,145298.43,3325.91,76.82,105.17,3607.41,50.02,100.47,73.74,8.68,81.69,51.6,61.1,629.15,2.8,3.01,84.31,48.9,0,27.15,74.91,87.02,76.27,81.85,11.94,-30.94,41.94,14.31,79.59,95.85,27.07,80.31,8.248568,74.18504,0,0,0,2050-01-01 00:00:00,No Failure
VEH0299,Toyota,2015,2025-04-14 03:42:00,179269.66,3997.26,47.17,99.62,2593.33,44.8,87.7,23.5,5.23,37.54,32.99,45.07,440.19,1.82,3.75,80.34,45.25,0,10.26,47.84,46.92,42.98,45.76,12.02,28.58,35.44,13.99,65.19,84.47,26.01,62.65,22.856614,84.301115,0,1,0,2025-04-18 06:42:00,Brake
VEH0041,Ford,2016,2025-03-17 02:01:00,165932.54,3721.63,81.53,105.32,3375.35,56.44,94.75,36.15,8.05,72.25,53.05,61.53,605.55,2.67,2.81,93.42,69.61,0,22.28,85.3,84.78,79.66,80.93,12.42,6.54,44.81,14.14,100.0,85.47,26.35,61.28,25.75037,87.302684,0,0,0,2050-01-01 00:00:00,No Failure
